gene,total_wt1_IFNb,total_wt1,total_wt2_IFNb,total_wt2,total_wt3_IFNb,total_wt3,total_wt4_IFNb,total_wt4
ENSMUSG00000092979,0,0,0,0,0,0,0,0
ENSMUSG00000056121,693,474,521,282,763,94,331,361
ENSMUSG00000117525,0,2,0,0,3,0,2,1
ENSMUSG00000117180,1,0,0,0,0,0,0,0
ENSMUSG00000061062,6,3,1,0,5,0,1,2
ENSMUSG00000024076,19,29,14,7,25,5,6,9
ENSMUSG00000087959,0,0,0,0,0,0,0,0
ENSMUSG00000024077,547,467,551,413,659,79,272,406
ENSMUSG00000117285,0,2,2,3,0,2,0,1
ENSMUSG00000117192,1,4,8,11,3,1,2,2
ENSMUSG00000039414,1018,727,921,705,1136,180,479,728
ENSMUSG00000050668,145,112,108,95,124,17,71,91
ENSMUSG00000091549,295,23,278,19,459,5,162,22
ENSMUSG00000024079,1389,92,1277,78,1932,23,817,106
ENSMUSG00000064770,2,1,2,0,0,0,1,0
ENSMUSG00000038045,23,10,45,13,55,0,13,6
ENSMUSG00000062691,44,47,39,24,63,18,34,43
ENSMUSG00000024081,220,186,179,146,285,34,100,179
ENSMUSG00000024082,165,172,153,90,296,26,123,131
ENSMUSG00000024070,508,468,515,350,908,97,358,527
ENSMUSG00000098114,0,1,1,0,0,0,0,0
ENSMUSG00000024084,142,140,113,118,157,28,51,96
ENSMUSG00000117054,1,3,1,1,1,1,0,0
ENSMUSG00000117047,5,4,3,3,2,0,2,1
ENSMUSG00000036533,26,27,39,18,29,1,21,24
ENSMUSG00000118651,1,4,3,1,1,0,1,3
ENSMUSG00000036368,19,8,15,7,17,1,8,15
ENSMUSG00000024087,12,14,22,8,22,1,6,12
ENSMUSG00000117426,0,0,0,0,0,0,0,0
ENSMUSG00000117616,0,0,0,0,1,0,0,0
ENSMUSG00000103091,1,0,1,0,3,0,2,1
ENSMUSG00000117394,0,0,0,0,0,0,0,0
ENSMUSG00000117561,2,0,0,0,0,0,1,1
ENSMUSG00000059811,122,108,127,42,243,10,93,102
ENSMUSG00000117458,5,3,1,3,4,0,0,2
ENSMUSG00000117415,0,0,0,0,0,0,0,0
ENSMUSG00000024095,624,550,583,415,927,106,328,494
ENSMUSG00000088183,0,0,0,0,0,0,0,1
ENSMUSG00000117518,2,6,5,1,2,1,0,0
ENSMUSG00000088276,0,0,0,0,0,0,0,0
ENSMUSG00000035473,43,23,42,10,30,4,14,21
ENSMUSG00000088453,0,0,0,0,0,0,1,0
ENSMUSG00000024097,517,648,422,359,977,164,336,632
ENSMUSG00000046196,1,5,1,2,2,0,6,2
ENSMUSG00000055760,39,38,34,53,55,22,27,50
ENSMUSG00000035051,262,190,263,182,205,43,129,178
ENSMUSG00000117440,0,1,3,3,8,0,1,4
ENSMUSG00000045257,115,115,115,39,147,33,65,88
ENSMUSG00000054901,6,5,5,3,8,0,4,6
ENSMUSG00000066938,0,0,0,0,0,0,0,0
ENSMUSG00000024241,274,243,257,334,320,45,156,302
ENSMUSG00000033966,6,4,6,1,5,1,3,4
ENSMUSG00000117375,0,0,0,0,0,0,0,2
ENSMUSG00000024242,374,289,371,273,483,54,178,298
ENSMUSG00000054957,0,1,1,2,2,1,0,2
ENSMUSG00000112121,0,0,0,0,0,0,0,0
ENSMUSG00000071040,0,0,0,0,0,0,0,0
ENSMUSG00000024245,75,94,61,58,71,22,61,70
ENSMUSG00000024246,61,38,42,38,83,6,29,22
ENSMUSG00000117496,0,0,0,0,0,0,0,0
ENSMUSG00000117558,0,0,0,0,0,0,0,0
ENSMUSG00000117413,0,0,0,0,0,0,0,0
ENSMUSG00000054640,63,68,52,49,51,14,31,68
ENSMUSG00000079333,0,0,0,0,0,0,0,0
ENSMUSG00000097897,0,0,0,0,0,0,0,0
ENSMUSG00000117397,0,0,0,0,0,0,0,0
ENSMUSG00000117507,1,3,2,0,4,1,0,2
ENSMUSG00000099014,0,0,0,0,0,0,0,0
ENSMUSG00000088817,0,0,0,0,0,0,0,0
ENSMUSG00000094390,0,0,0,0,0,0,0,0
ENSMUSG00000117643,0,0,0,0,0,0,0,0
ENSMUSG00000117438,16,10,9,3,8,2,0,5
ENSMUSG00000073371,0,0,0,0,0,0,0,0
ENSMUSG00000117472,0,1,0,0,0,0,0,0
ENSMUSG00000117399,0,0,0,0,0,0,0,0
ENSMUSG00000100154,0,0,0,0,0,0,0,0
ENSMUSG00000117509,0,0,0,0,0,0,0,0
ENSMUSG00000024247,917,1472,1181,943,739,355,800,959
ENSMUSG00000088410,0,0,0,0,0,0,0,0
ENSMUSG00000094256,0,0,1,0,1,0,0,0
ENSMUSG00000032624,544,700,703,504,707,148,308,606
ENSMUSG00000024248,2182,2254,2395,396,2544,564,1251,1801
ENSMUSG00000045053,4,17,11,21,13,1,3,9
ENSMUSG00000055817,215,203,210,180,209,44,95,155
ENSMUSG00000000673,1,0,0,0,0,0,1,0
ENSMUSG00000097254,0,2,0,2,1,0,0,0
ENSMUSG00000117442,0,0,0,0,0,0,0,0
ENSMUSG00000088193,0,0,0,0,0,0,0,0
ENSMUSG00000117421,0,4,2,0,0,0,2,1
ENSMUSG00000117611,1,0,0,2,0,0,1,1
ENSMUSG00000117564,0,0,0,0,0,0,0,1
ENSMUSG00000117431,0,0,0,2,0,1,0,0
ENSMUSG00000103015,0,0,0,0,0,0,0,0
ENSMUSG00000117446,1,0,0,0,0,0,1,0
ENSMUSG00000117432,2,0,0,0,0,0,1,0
ENSMUSG00000117571,8,4,6,2,13,1,8,6
ENSMUSG00000117485,0,0,0,0,3,0,0,0
ENSMUSG00000045817,3163,2485,3081,2594,2375,550,2055,1870
ENSMUSG00000117393,2,2,2,1,2,1,1,1
ENSMUSG00000024251,554,594,586,592,833,156,332,657
ENSMUSG00000065732,0,0,0,0,0,0,0,0
ENSMUSG00000096415,0,0,0,0,0,0,0,1
ENSMUSG00000040852,313,233,310,255,351,42,157,229
ENSMUSG00000117391,0,0,0,2,1,1,2,0
ENSMUSG00000117647,1,1,0,1,1,0,0,1
ENSMUSG00000065319,0,0,0,0,0,0,0,0
ENSMUSG00000024253,116,94,80,47,133,15,59,55
ENSMUSG00000040505,0,0,1,0,0,0,0,0
ENSMUSG00000024254,1,0,0,1,0,0,0,0
ENSMUSG00000024120,881,692,766,640,968,142,428,659
ENSMUSG00000117412,10,9,11,14,15,4,10,38
ENSMUSG00000117595,0,0,0,0,0,0,0,0
ENSMUSG00000117631,0,0,0,0,0,0,0,0
ENSMUSG00000117451,0,0,0,0,0,0,0,0
ENSMUSG00000097047,1,10,3,4,4,1,1,6
ENSMUSG00000061130,366,397,390,259,532,60,237,298
ENSMUSG00000024131,3,4,5,1,4,0,1,3
ENSMUSG00000024127,456,263,426,216,772,51,295,301
ENSMUSG00000071037,156,87,148,42,177,27,122,97
ENSMUSG00000097803,0,0,1,0,0,0,0,0
ENSMUSG00000117344,0,0,1,0,0,0,0,0
ENSMUSG00000098438,1,0,1,0,0,0,0,0
ENSMUSG00000093460,4521,5169,4143,3674,3705,1100,2823,4434
ENSMUSG00000098775,0,0,0,0,0,0,0,0
ENSMUSG00000099159,0,0,0,0,0,0,0,0
ENSMUSG00000038805,499,495,458,468,484,119,389,499
ENSMUSG00000099317,0,0,0,0,0,0,0,0
ENSMUSG00000098828,0,0,0,0,0,0,0,0
ENSMUSG00000098323,0,0,0,0,0,0,0,0
ENSMUSG00000099332,0,0,0,0,0,0,0,0
ENSMUSG00000098920,0,2,0,2,2,0,5,4
ENSMUSG00000099635,29,17,32,17,20,4,11,17
ENSMUSG00000024134,12,27,18,22,34,12,17,22
ENSMUSG00000117422,0,0,0,0,0,0,0,2
ENSMUSG00000100345,0,0,0,0,0,0,1,0
ENSMUSG00000117501,0,0,0,0,1,0,0,0
ENSMUSG00000024135,152,111,145,118,190,39,69,113
ENSMUSG00000045038,721,458,800,277,1012,121,531,444
ENSMUSG00000117546,12,4,4,9,13,2,6,10
ENSMUSG00000100738,6,0,2,4,3,0,3,2
ENSMUSG00000071036,4,6,4,7,10,3,5,1
ENSMUSG00000117568,0,0,0,0,0,0,0,0
ENSMUSG00000087710,0,0,0,0,0,0,0,0
ENSMUSG00000024140,496,686,519,989,570,149,281,523
ENSMUSG00000117538,1,1,0,1,3,0,1,2
ENSMUSG00000099798,0,1,0,0,0,0,0,0
ENSMUSG00000037689,1,0,0,2,0,1,1,1
ENSMUSG00000117457,2,1,2,1,2,1,3,0
ENSMUSG00000053375,13,9,8,1,15,1,6,2
ENSMUSG00000024143,4400,4729,4607,4336,4944,925,2295,3875
ENSMUSG00000117628,204,218,234,218,207,61,175,273
ENSMUSG00000024145,43,66,50,18,52,8,29,61
ENSMUSG00000024146,206,110,137,96,261,18,94,91
ENSMUSG00000087736,0,0,0,0,0,0,0,0
ENSMUSG00000071035,18,29,22,6,27,10,14,9
ENSMUSG00000037104,448,445,359,465,430,67,205,488
ENSMUSG00000095035,0,0,0,0,0,0,0,0
ENSMUSG00000117384,0,0,0,0,0,0,0,0
ENSMUSG00000024150,635,525,529,257,911,114,332,390
ENSMUSG00000085287,23,31,30,18,32,9,17,38
ENSMUSG00000036918,1951,1904,2155,1234,1427,476,1619,1243
ENSMUSG00000089701,5,10,10,2,7,3,12,9
ENSMUSG00000089755,6,4,4,3,2,0,5,1
ENSMUSG00000036557,17,20,19,16,16,3,14,11
ENSMUSG00000036438,1861,1579,1393,1000,2848,243,833,1147
ENSMUSG00000089427,0,0,0,0,0,0,0,0
ENSMUSG00000117545,7,8,12,4,11,1,5,7
ENSMUSG00000117486,2,0,0,0,0,0,0,0
ENSMUSG00000100847,0,0,0,0,0,0,0,0
ENSMUSG00000117361,0,0,0,0,1,0,0,0
ENSMUSG00000117414,2,1,1,0,0,0,0,0
ENSMUSG00000045394,2,0,0,1,1,0,0,1
ENSMUSG00000024151,166,229,130,137,243,41,121,199
ENSMUSG00000050138,18,19,13,15,20,5,21,13
ENSMUSG00000117466,0,0,0,0,0,0,0,0
ENSMUSG00000093922,0,0,0,0,0,0,0,0
ENSMUSG00000117455,0,0,0,0,0,0,0,0
ENSMUSG00000117522,0,2,0,0,1,1,0,0
ENSMUSG00000005370,404,658,374,458,624,131,242,603
ENSMUSG00000005371,230,232,259,302,270,52,114,227
ENSMUSG00000058869,1,0,0,0,0,0,0,0
ENSMUSG00000097676,1,0,0,0,0,0,0,0
ENSMUSG00000117369,0,0,0,0,0,0,0,0
ENSMUSG00000117351,0,0,0,0,0,0,0,0
ENSMUSG00000117497,0,0,0,0,0,0,0,0
ENSMUSG00000088791,0,0,0,0,0,0,0,0
ENSMUSG00000095624,4,2,3,0,4,0,6,3
ENSMUSG00000034998,275,384,293,259,411,70,168,283
ENSMUSG00000034709,168,97,119,85,206,19,82,102
ENSMUSG00000103075,1,0,1,1,0,0,0,3
ENSMUSG00000033855,29,13,22,20,48,3,22,24
ENSMUSG00000117398,0,2,0,0,0,0,0,1
ENSMUSG00000117567,0,0,0,0,0,0,0,0
ENSMUSG00000024154,1,0,0,0,1,0,1,0
ENSMUSG00000024107,1,1,1,0,0,0,0,0
ENSMUSG00000117566,0,0,0,1,0,0,0,0
ENSMUSG00000032937,0,0,0,0,0,0,0,0
ENSMUSG00000117364,0,0,0,0,0,0,0,0
ENSMUSG00000117524,0,0,0,0,0,0,0,0
ENSMUSG00000117511,0,0,0,0,0,0,0,0
ENSMUSG00000066878,0,0,2,0,0,0,0,1
ENSMUSG00000117635,0,0,0,0,0,0,0,1
ENSMUSG00000024109,1643,1905,1732,2089,1916,400,988,1850
ENSMUSG00000092706,1,0,0,0,0,0,0,0
ENSMUSG00000073367,0,0,0,0,0,0,0,0
ENSMUSG00000093716,3,4,0,0,3,0,1,1
ENSMUSG00000092549,1,1,0,7,2,0,5,6
ENSMUSG00000090160,5,5,6,2,4,0,4,7
ENSMUSG00000105477,0,0,0,0,0,0,0,0
ENSMUSG00000071033,0,0,0,0,0,0,0,0
ENSMUSG00000098740,0,0,0,0,0,0,0,0
ENSMUSG00000117572,0,0,0,0,1,0,0,0
ENSMUSG00000117649,0,0,0,0,0,0,0,0
ENSMUSG00000043346,0,0,0,0,0,0,0,0
ENSMUSG00000117471,0,0,0,0,0,0,0,0
ENSMUSG00000117396,0,0,0,0,0,0,0,0
ENSMUSG00000117629,2,1,0,0,0,0,1,1
ENSMUSG00000087425,0,0,0,0,0,0,0,0
ENSMUSG00000117417,0,0,0,0,0,0,0,0
ENSMUSG00000081412,0,0,0,0,0,0,0,0
ENSMUSG00000117555,0,0,0,0,0,0,0,0
ENSMUSG00000117408,0,0,0,0,0,0,0,0
ENSMUSG00000117433,0,0,0,0,0,0,0,0
ENSMUSG00000087942,0,0,0,0,0,0,0,0
ENSMUSG00000105064,0,0,0,0,0,0,0,0
ENSMUSG00000117584,0,0,0,0,0,0,0,0
ENSMUSG00000117343,0,0,0,0,0,0,0,0
ENSMUSG00000117624,0,0,0,0,0,0,0,0
ENSMUSG00000098122,1,0,0,0,0,0,0,0
ENSMUSG00000117354,0,0,0,0,0,0,0,0
ENSMUSG00000117625,0,0,0,0,0,0,0,0
ENSMUSG00000117409,0,0,1,0,0,0,0,0
ENSMUSG00000117591,0,0,0,0,0,0,0,0
ENSMUSG00000117559,0,0,0,0,0,0,0,0
ENSMUSG00000024256,0,0,0,0,0,0,0,0
ENSMUSG00000094473,72,90,87,119,71,8,68,47
ENSMUSG00000117362,0,0,0,0,0,0,0,0
ENSMUSG00000117452,0,0,0,0,0,0,0,0
ENSMUSG00000117368,0,0,0,0,0,0,0,0
ENSMUSG00000117514,0,0,0,0,0,0,0,0
ENSMUSG00000117537,0,0,0,0,0,0,0,0
ENSMUSG00000117543,0,0,0,0,0,0,0,0
ENSMUSG00000077433,0,0,0,0,0,0,0,0
ENSMUSG00000117476,6,2,3,1,6,1,0,1
ENSMUSG00000117382,0,0,0,0,0,0,0,0
ENSMUSG00000117586,0,0,0,0,0,0,0,0
ENSMUSG00000055660,198,244,237,164,345,53,129,249
ENSMUSG00000098090,15,28,23,32,27,5,12,24
ENSMUSG00000098121,0,0,0,0,0,0,0,0
ENSMUSG00000066057,39,48,40,35,51,18,22,50
ENSMUSG00000088591,0,0,0,0,0,0,0,0
ENSMUSG00000117642,0,0,0,0,0,2,0,0
ENSMUSG00000117653,0,1,0,0,2,0,3,4
ENSMUSG00000117499,16,13,14,9,23,3,9,19
ENSMUSG00000117582,1,1,0,0,0,0,0,0
ENSMUSG00000095193,7,5,8,1,7,0,0,2
ENSMUSG00000065658,0,0,1,1,2,0,1,0
ENSMUSG00000101796,0,0,0,0,0,0,0,0
ENSMUSG00000101492,0,0,0,0,0,0,0,0
ENSMUSG00000100968,0,0,0,0,0,0,0,0
ENSMUSG00000053211,0,0,0,0,0,0,0,0
ENSMUSG00000069053,0,0,0,0,0,0,0,0
ENSMUSG00000101036,0,0,0,0,0,0,0,0
ENSMUSG00000101107,0,0,0,0,0,0,0,0
ENSMUSG00000101666,0,0,0,0,0,0,0,0
ENSMUSG00000056673,0,0,0,0,0,0,0,0
ENSMUSG00000075874,0,0,0,0,0,0,0,0
ENSMUSG00000106618,0,0,0,0,0,0,0,0
ENSMUSG00000069049,0,0,0,0,0,0,0,0
ENSMUSG00000099876,0,0,0,0,0,0,0,0
ENSMUSG00000091749,0,0,0,0,0,0,0,0
ENSMUSG00000068457,0,0,0,0,0,0,0,0
ENSMUSG00000069045,0,0,0,0,0,0,0,0
ENSMUSG00000101059,0,0,0,0,0,0,0,0
ENSMUSG00000099809,0,0,0,0,0,0,0,0
ENSMUSG00000069044,0,0,0,0,0,0,0,0
ENSMUSG00000077793,0,0,0,0,0,0,0,0
ENSMUSG00000100842,0,0,0,0,0,0,0,0
ENSMUSG00000101947,0,0,0,0,0,0,0,0
ENSMUSG00000100619,0,0,0,0,0,0,0,0
ENSMUSG00000100877,0,0,0,0,0,0,0,0
ENSMUSG00000100576,0,0,0,0,0,0,0,0
ENSMUSG00000100326,0,0,0,0,0,0,0,0
ENSMUSG00000100356,0,0,0,0,0,0,0,0
ENSMUSG00000101443,0,0,0,0,0,0,0,0
ENSMUSG00000000103,0,0,0,0,0,0,0,0
ENSMUSG00000099614,0,0,0,0,0,0,0,0
ENSMUSG00000099973,0,0,0,0,0,0,0,0
ENSMUSG00000099888,0,0,0,0,0,0,0,0
ENSMUSG00000100445,0,0,0,0,0,0,0,0
ENSMUSG00000102072,0,0,0,0,0,0,0,0
ENSMUSG00000101290,0,0,0,0,0,0,0,0
ENSMUSG00000100103,0,0,0,0,0,0,0,0
ENSMUSG00000093335,0,0,0,0,0,0,0,0
ENSMUSG00000102120,0,0,0,0,0,0,0,0
ENSMUSG00000099445,0,0,0,0,0,0,0,0
ENSMUSG00000094881,0,0,0,0,0,0,0,0
ENSMUSG00000099748,0,0,0,0,0,0,0,0
ENSMUSG00000069036,0,0,0,0,0,0,0,0
ENSMUSG00000101064,0,0,0,0,0,0,0,0
ENSMUSG00000095573,0,0,0,0,0,0,0,0
ENSMUSG00000101114,0,0,0,0,0,0,0,0
ENSMUSG00000102053,0,0,0,0,0,0,0,0
ENSMUSG00000100700,0,0,0,0,0,0,0,0
ENSMUSG00000101066,0,0,0,0,0,0,0,0
ENSMUSG00000094658,0,0,0,0,0,0,0,0
ENSMUSG00000095852,0,0,0,0,0,0,0,0
ENSMUSG00000100145,0,0,0,0,0,0,0,0
ENSMUSG00000099405,0,0,0,0,0,0,0,0
ENSMUSG00000091987,0,0,0,0,0,0,0,0
ENSMUSG00000099728,0,0,0,0,0,0,0,0
ENSMUSG00000101667,0,0,0,0,0,0,0,0
ENSMUSG00000093918,0,0,0,0,0,0,0,0
ENSMUSG00000099455,0,0,0,0,0,0,0,0
ENSMUSG00000094511,0,0,0,0,0,0,0,0
ENSMUSG00000101141,0,0,0,0,0,0,0,0
ENSMUSG00000093987,0,0,0,0,0,0,0,0
ENSMUSG00000100285,0,0,0,0,0,0,0,0
ENSMUSG00000095948,0,0,0,0,0,0,0,0
ENSMUSG00000100960,0,0,0,0,0,0,0,0
ENSMUSG00000099970,0,0,0,0,0,0,0,0
ENSMUSG00000099660,0,0,0,0,0,0,0,0
ENSMUSG00000096520,0,0,0,0,0,0,0,0
ENSMUSG00000101016,0,0,0,0,0,0,0,0
ENSMUSG00000100360,0,0,0,0,0,0,0,0
ENSMUSG00000099838,0,0,0,0,0,0,0,0
ENSMUSG00000100132,0,0,0,0,0,0,0,0
ENSMUSG00000101030,0,0,0,0,0,0,0,0
ENSMUSG00000100641,0,0,0,0,0,0,0,0
ENSMUSG00000101145,0,0,0,0,0,0,0,0
ENSMUSG00000100656,0,0,1,0,1,0,0,0
ENSMUSG00000100082,0,0,0,0,0,0,0,0
ENSMUSG00000101712,0,0,0,0,0,0,0,0
ENSMUSG00000101558,0,0,0,0,0,0,0,0
ENSMUSG00000100753,0,0,0,0,0,0,0,0
ENSMUSG00000101499,0,0,0,0,0,0,0,0
ENSMUSG00000101108,0,0,0,0,0,0,0,0
ENSMUSG00000100300,0,0,0,0,0,0,0,0
ENSMUSG00000100683,0,0,0,0,0,0,0,0
ENSMUSG00000102088,0,0,0,0,0,0,0,0
ENSMUSG00000099514,0,0,0,0,0,0,0,0
ENSMUSG00000100446,0,0,0,0,0,0,0,0
ENSMUSG00000102680,0,0,0,0,0,0,0,0
ENSMUSG00000099684,0,0,0,0,0,0,0,0
ENSMUSG00000100984,0,0,0,0,0,0,0,0
ENSMUSG00000100137,0,0,0,0,0,0,0,0
ENSMUSG00000100958,0,0,0,0,0,0,0,0
ENSMUSG00000099575,0,0,0,0,0,0,0,0
ENSMUSG00000100597,0,0,0,0,0,0,0,0
ENSMUSG00000099410,0,0,0,0,0,0,0,0
ENSMUSG00000093927,0,0,0,0,0,0,0,0
ENSMUSG00000101212,0,0,0,0,0,0,0,0
ENSMUSG00000101041,0,0,0,0,0,0,0,0
ENSMUSG00000118417,0,0,0,0,0,0,0,0
ENSMUSG00000095693,0,0,0,0,0,0,0,0
ENSMUSG00000101611,0,0,0,0,0,0,0,0
ENSMUSG00000101769,0,0,0,0,0,0,0,0
ENSMUSG00000100792,0,0,0,0,0,0,0,0
ENSMUSG00000099766,0,0,0,0,0,0,0,0
ENSMUSG00000099726,0,0,0,0,0,0,0,0
ENSMUSG00000101576,0,0,0,0,0,0,0,0
ENSMUSG00000102115,0,0,0,0,0,0,0,0
ENSMUSG00000102102,0,0,0,0,0,0,0,0
ENSMUSG00000098514,0,0,0,0,0,0,0,0
ENSMUSG00000099761,0,0,0,0,0,0,0,0
ENSMUSG00000096706,0,0,0,0,0,0,0,0
ENSMUSG00000101805,0,0,0,0,0,0,0,0
ENSMUSG00000101380,0,0,0,0,0,0,0,0
ENSMUSG00000096268,0,0,0,0,0,0,0,0
ENSMUSG00000100634,0,0,0,0,0,0,0,0
ENSMUSG00000100056,0,0,0,0,0,0,0,0
ENSMUSG00000102338,0,0,0,0,0,0,0,0
ENSMUSG00000101291,0,0,0,0,0,0,0,0
ENSMUSG00000096036,0,0,0,0,0,0,0,0
ENSMUSG00000102042,0,0,0,0,0,0,0,0
ENSMUSG00000100878,0,0,0,0,0,0,0,0
ENSMUSG00000099721,0,0,0,0,0,0,0,0
ENSMUSG00000101619,0,0,0,0,0,0,0,0
ENSMUSG00000100710,0,0,0,0,0,0,0,0
ENSMUSG00000100292,0,0,0,0,0,0,0,0
ENSMUSG00000101081,0,0,0,0,0,0,0,0
ENSMUSG00000099815,0,0,0,0,0,0,0,0
ENSMUSG00000118404,0,0,0,0,0,0,0,0
ENSMUSG00000101525,0,0,0,0,0,0,0,0
ENSMUSG00000095148,0,0,0,0,0,0,0,0
ENSMUSG00000101707,0,0,0,0,0,0,0,0
ENSMUSG00000100275,0,0,0,0,0,0,0,0
ENSMUSG00000100472,0,0,0,0,0,0,0,0
ENSMUSG00000100289,0,0,0,0,0,0,0,0
ENSMUSG00000101243,0,0,0,0,0,0,0,0
ENSMUSG00000079806,0,0,0,0,0,0,0,0
ENSMUSG00000100479,0,0,0,0,0,0,0,0
ENSMUSG00000099352,0,0,0,0,0,0,0,0
ENSMUSG00000101388,0,0,0,0,0,0,0,0
ENSMUSG00000101055,0,0,0,0,0,0,0,0
ENSMUSG00000096686,0,0,0,0,0,0,0,0
ENSMUSG00000099505,0,0,0,0,0,0,0,0
ENSMUSG00000100161,0,0,0,0,0,0,0,0
ENSMUSG00000102039,0,0,0,0,0,0,0,0
ENSMUSG00000101913,0,0,0,0,0,0,0,0
ENSMUSG00000094484,0,0,0,0,0,0,0,0
ENSMUSG00000101479,0,0,0,0,0,0,0,0
ENSMUSG00000100939,0,0,0,0,0,0,0,0
ENSMUSG00000100262,0,0,0,0,0,0,0,0
ENSMUSG00000100453,0,0,0,0,0,0,0,0
ENSMUSG00000100858,0,0,0,0,0,0,0,0
ENSMUSG00000099965,0,0,0,0,0,0,0,0
ENSMUSG00000100948,0,0,0,0,0,0,0,0
ENSMUSG00000118447,0,0,0,0,0,0,0,0
ENSMUSG00000100961,0,0,0,0,0,0,0,0
ENSMUSG00000100806,0,0,0,0,0,0,0,0
ENSMUSG00000101521,0,0,0,0,0,0,0,0
ENSMUSG00000094081,0,0,0,0,0,0,0,0
ENSMUSG00000101181,0,0,0,0,0,0,0,0
ENSMUSG00000100645,0,0,0,0,0,0,0,0
ENSMUSG00000100124,0,0,0,0,0,0,0,0
ENSMUSG00000101956,0,0,0,0,0,0,0,0
ENSMUSG00000101351,0,0,0,0,0,0,0,0
ENSMUSG00000100412,0,0,0,0,0,0,0,0
ENSMUSG00000102026,0,0,0,0,0,0,0,0
ENSMUSG00000099800,0,0,0,0,0,0,0,0
ENSMUSG00000099861,0,0,0,0,0,0,0,0
ENSMUSG00000095324,0,0,0,0,0,0,0,0
ENSMUSG00000101616,0,0,0,0,0,0,0,0
ENSMUSG00000100312,0,0,0,0,0,0,0,0
ENSMUSG00000100258,0,0,0,0,0,0,0,0
ENSMUSG00000101229,0,0,0,0,0,0,0,0
ENSMUSG00000101456,0,0,0,0,0,0,0,0
ENSMUSG00000100421,0,0,0,0,0,0,0,0
ENSMUSG00000103618,0,0,0,0,0,0,0,0
ENSMUSG00000101928,0,0,0,0,0,0,0,0
ENSMUSG00000100239,0,0,0,0,0,0,0,0
ENSMUSG00000100460,0,0,0,0,0,0,0,0
ENSMUSG00000101331,0,0,0,0,0,0,0,0
ENSMUSG00000101366,0,0,0,0,0,0,0,0
ENSMUSG00000101142,0,0,0,0,0,0,0,0
ENSMUSG00000100047,0,0,0,0,0,0,0,0
ENSMUSG00000101858,0,0,0,0,0,0,0,0
ENSMUSG00000100933,0,0,0,0,0,0,0,0
ENSMUSG00000100804,0,0,0,0,0,0,0,0
ENSMUSG00000101672,0,0,0,0,0,0,0,0
ENSMUSG00000099929,0,0,0,0,0,0,0,0
ENSMUSG00000099939,0,0,0,0,0,0,0,0
ENSMUSG00000100491,0,0,0,0,0,0,0,0
ENSMUSG00000099566,0,0,0,0,0,0,0,0
ENSMUSG00000101053,0,0,0,0,0,0,0,0
ENSMUSG00000101732,0,0,0,0,0,0,0,0
ENSMUSG00000101056,0,0,0,0,0,0,0,0
ENSMUSG00000099904,0,0,0,0,0,0,0,0
ENSMUSG00000099523,0,0,0,0,0,0,0,0
ENSMUSG00000100542,0,0,0,0,0,0,0,0
ENSMUSG00000099956,0,0,0,0,0,0,0,0
ENSMUSG00000100080,0,0,0,0,0,0,0,0
ENSMUSG00000101441,0,0,0,0,0,0,0,0
ENSMUSG00000091077,0,0,0,0,0,0,0,0
ENSMUSG00000094679,0,0,0,0,0,0,0,0
ENSMUSG00000100109,0,0,0,0,0,0,0,0
ENSMUSG00000100848,0,0,0,0,0,0,0,0
ENSMUSG00000100105,0,0,0,0,0,0,0,0
ENSMUSG00000101095,0,0,0,0,0,0,0,0
ENSMUSG00000094773,0,0,0,0,0,0,0,0
ENSMUSG00000099688,0,0,0,0,0,0,0,0
ENSMUSG00000101094,0,0,0,0,0,0,0,0
ENSMUSG00000101647,0,0,0,0,0,0,0,0
ENSMUSG00000096223,0,0,0,0,0,0,0,0
ENSMUSG00000101737,0,0,0,0,0,0,0,0
ENSMUSG00000100752,0,0,0,0,0,0,0,0
ENSMUSG00000100463,0,0,0,0,0,0,0,0
ENSMUSG00000101977,0,0,0,0,0,0,0,0
ENSMUSG00000100661,0,0,0,0,0,0,0,0
ENSMUSG00000100571,0,0,0,0,0,0,0,0
ENSMUSG00000100087,0,0,0,0,0,0,0,0
ENSMUSG00000094556,0,0,0,0,0,0,0,0
ENSMUSG00000100049,0,0,0,0,0,0,0,0
ENSMUSG00000100477,0,0,0,0,0,0,0,0
ENSMUSG00000100800,0,0,0,0,0,0,0,0
ENSMUSG00000099439,0,0,0,0,0,0,0,0
ENSMUSG00000095032,0,0,0,0,0,0,0,0
ENSMUSG00000099372,0,0,0,0,0,0,0,0
ENSMUSG00000101699,0,0,0,0,0,0,0,0
ENSMUSG00000095242,0,0,0,0,0,0,0,0
ENSMUSG00000101396,0,0,0,0,0,0,0,0
ENSMUSG00000100995,0,0,0,0,0,0,0,0
ENSMUSG00000100273,0,0,0,0,0,0,0,0
ENSMUSG00000095950,0,0,0,0,0,0,0,0
ENSMUSG00000118472,0,0,0,0,0,0,0,0
ENSMUSG00000118422,0,0,0,0,0,0,0,0
ENSMUSG00000100369,0,0,0,0,0,0,0,0
ENSMUSG00000075359,0,0,0,0,0,0,0,0
ENSMUSG00000099668,0,0,0,0,0,0,0,0
ENSMUSG00000100731,0,0,0,0,0,0,0,0
ENSMUSG00000100074,0,0,0,0,0,0,0,0
ENSMUSG00000099676,0,0,0,0,0,0,0,0
ENSMUSG00000094813,0,0,0,0,0,0,0,0
ENSMUSG00000099482,0,0,0,0,0,0,0,0
